title,generatedtitle,description,publication_date,posting_type,number_of_units,latitude,longitude,building_id,address,pictures,property_type,operation_type,zone,city,postingid,postingcode,publisherid,premier,unit_urls,url
Departamento 68 m&sup2; (2 Recamaras) + 3 m&sup2; de Balcón + 3 m&sup2; de Bodega,Departamento · 75m² · 2 recámaras · 2 estacionamientos,DEPARTAMENTO 68M2 (2 RECAMARAS) +3M2 DE BALCÓN+3M2 DE BODEGA <br><br>2 cajón de estacionamiento LIBRES <br>Roof Garden común completamente equipado! <br><br>●2 recamaras <br>●2 baños completos <br>●Estancia <br>●Comedor <br>●Cocina integral con barra de granito <br>●Cuarto lavado,2023-01-26T16:29:13Z,DEVELOPMENT,18,19.404609400000000,-99.194512899999990,arXvMQ5J6J9q8HjLqLCrjz,General Manuel M Plata 70,"https://img10.naventcdn.com/avisos/resize/18/00/66/06/09/48/1200x1200/1472134377.jpg?isFirstImage=true, https://img10.naventcdn.com/avisos/resize/18/00/66/06/09/48/1200x1200/1454139601.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/06/09/48/1200x1200/1454139602.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/06/09/48/1200x1200/1454139603.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/06/14/73/1200x1200/1472136010.jpg?isFirstImage=true, https://img10.naventcdn.com/avisos/resize/18/00/66/06/14/73/1200x1200/1454140130.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/06/14/73/1200x1200/1454140131.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/06/14/73/1200x1200/1454140132.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/27/12/80/1200x1200/1472139832.jpg?isFirstImage=true, https://img10.naventcdn.com/avisos/resize/18/01/43/27/12/80/1200x1200/1454138560.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/27/12/80/1200x1200/1454138561.jpg, https://img10.naventcdn.com/avisos/resize/18/01/43/27/12/80/1200x1200/1454138562.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/06/07/07/1200x1200/1104808528.jpg?isFirstImage=true, https://img10.naventcdn.com/avisos/resize/18/00/66/06/07/07/1200x1200/1104808524.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/06/07/07/1200x1200/1104808527.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/06/07/07/1200x1200/1104808526.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/06/07/07/1200x1200/1104808523.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/06/07/07/1200x1200/1104808525.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/06/07/07/1200x1200/1104808522.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/06/07/07/1200x1200/355915479.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/06/07/07/1200x1200/355915476.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/06/07/07/1200x1200/355915477.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/06/07/07/1200x1200/355915478.jpg, https://img10.naventcdn.com/avisos/resize/18/00/66/06/09/48/1200x1200/1472134377.jpg?isFirstImage=true, https://img10.naventcdn.com/avisos/resize/18/00/66/06/14/73/1200x1200/1472136010.jpg?isFirstImage=true, https://img10.naventcdn.com/avisos/resize/18/01/43/27/12/80/1200x1200/1472139832.jpg?isFirstImage=true",Apartamento,venta,Miguel Hidalgo,Ciudad de México,66060948,2LGL1I,50246136,false,"https://www.inmuebles24.com/propiedades/desarrollo/veunapna-departamento-68-m-sup2--2-recamaras-3-m-sup2--de-66060948.html, https://www.inmuebles24.com/propiedades/desarrollo/veunapna-departamento-68-m-sup2--2-recamaras-3-m-sup2--de-66061473.html, https://www.inmuebles24.com/propiedades/desarrollo/veunapna-departamento-77-m-sup2--3-recamaras-3-m-sup2--de-143271280.html",https://www.inmuebles24.com/propiedades/desarrollo/ememvein-habitum-plata-18-departamentos-con-2-cajones-de-66060707.html
Departamento Tipo Loft Prototipo 9,Departamento · 33m² · 1 recámara,"Nuestro departamento tipo Loft único en la zona desde 33.01m2, se convierte en la opcíon para invertir ó vivir en la Escandón, rodeado de las colonias más enblemematicas y con mayor crecimiento, plúsvalia como: Roma Sur, Nápoles, San Miguel Chapultepec, Condesa. <br>Entregamos con excelentes acabados y amenidades totalmente equipadas como: Gimnasio, Ludoteca, Salón de Usos Multiples, Pet Park, Asadores, Salón de Adultos, Roof garden Comunal, Jacuzzi, Biblioteca de Herramientas, Almacen de Paquetería. <br>En la zona contarás con ciclovía, centros comerciales, parques, hospitales, universidades, oficinas y el mejor transporte público.",2023-08-22T04:59:55Z,DEVELOPMENT,104,19.400706500000000,-99.181576600000000,amo6ho2MYctBaZM676sGXw,Mártires de la Conquista ,"https://img10.naventcdn.com/avisos/resize/18/00/91/02/69/49/1200x1200/1112549370.jpg?isFirstImage=true, https://img10.naventcdn.com/avisos/resize/18/00/91/02/69/49/1200x1200/1112549363.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/69/49/1200x1200/1112549364.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/69/49/1200x1200/1112549365.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/69/49/1200x1200/1112549366.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/69/49/1200x1200/1112549367.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/69/49/1200x1200/1112549368.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/69/49/1200x1200/1112549369.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/69/49/1200x1200/1112549371.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/69/49/1200x1200/1112549372.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/69/49/1200x1200/1112549373.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/69/49/1200x1200/1112549374.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/69/49/1200x1200/1112549375.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/69/49/1200x1200/1112549376.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/69/49/1200x1200/1112549377.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/69/49/1200x1200/1112549378.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/69/49/1200x1200/1112549423.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/69/79/1200x1200/1112549940.jpg?isFirstImage=true, https://img10.naventcdn.com/avisos/resize/18/00/91/02/69/79/1200x1200/1112549941.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/69/79/1200x1200/1112549942.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/69/79/1200x1200/1112549943.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/69/79/1200x1200/1112549944.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/69/79/1200x1200/1112549945.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/69/79/1200x1200/1112549946.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/69/79/1200x1200/1112549947.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/69/79/1200x1200/1112549948.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/69/79/1200x1200/1112549949.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/69/79/1200x1200/1112549950.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/69/79/1200x1200/1112549951.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/69/79/1200x1200/1112549952.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/69/79/1200x1200/1112549953.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/70/11/1200x1200/1112550613.jpg?isFirstImage=true, https://img10.naventcdn.com/avisos/resize/18/00/91/02/70/11/1200x1200/1112550614.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/70/11/1200x1200/1112550615.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/70/11/1200x1200/1112550617.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/70/11/1200x1200/1112550618.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/70/11/1200x1200/1112550619.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/70/11/1200x1200/1112550625.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/70/11/1200x1200/1112550632.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/70/11/1200x1200/1112550633.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/70/11/1200x1200/1112550634.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/70/11/1200x1200/1112550636.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/70/11/1200x1200/1112550637.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/70/11/1200x1200/1112550638.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/70/11/1200x1200/1112550639.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/70/11/1200x1200/1112550640.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/70/46/1200x1200/1112551217.jpg?isFirstImage=true, https://img10.naventcdn.com/avisos/resize/18/00/91/02/70/46/1200x1200/1112551218.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/70/46/1200x1200/1112551219.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/70/46/1200x1200/1112551220.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/70/46/1200x1200/1112551221.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/70/46/1200x1200/1112551222.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/70/46/1200x1200/1112551223.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/70/46/1200x1200/1112551242.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/70/46/1200x1200/1112551243.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/70/46/1200x1200/1112551244.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/70/46/1200x1200/1112551245.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/70/46/1200x1200/1112551246.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/70/46/1200x1200/1112551247.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/70/46/1200x1200/1112551248.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/70/46/1200x1200/1112551249.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/70/46/1200x1200/1112551250.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/71/26/1200x1200/1112553037.jpg?isFirstImage=true, https://img10.naventcdn.com/avisos/resize/18/00/91/02/71/26/1200x1200/1112553038.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/71/26/1200x1200/1112553039.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/71/26/1200x1200/1112553040.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/71/26/1200x1200/1112553041.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/71/26/1200x1200/1112553042.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/71/26/1200x1200/1112553043.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/71/26/1200x1200/1112553044.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/71/26/1200x1200/1112553045.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/71/26/1200x1200/1112553046.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/71/26/1200x1200/1112553047.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/71/26/1200x1200/1112553048.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/71/26/1200x1200/1112553049.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/71/26/1200x1200/1112553050.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/71/41/1200x1200/1112553368.jpg?isFirstImage=true, https://img10.naventcdn.com/avisos/resize/18/00/91/02/71/41/1200x1200/1112553369.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/71/41/1200x1200/1112553370.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/71/41/1200x1200/1112553371.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/71/41/1200x1200/1112553372.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/71/41/1200x1200/1112553373.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/71/41/1200x1200/1112553374.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/71/41/1200x1200/1112553375.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/71/41/1200x1200/1112553376.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/71/41/1200x1200/1112553377.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/71/41/1200x1200/1112553378.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/71/41/1200x1200/1112553379.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/20/1200x1200/1112554782.jpg?isFirstImage=true, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/20/1200x1200/1112554783.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/20/1200x1200/1112554784.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/20/1200x1200/1112554785.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/20/1200x1200/1112554786.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/20/1200x1200/1112554787.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/20/1200x1200/1112554788.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/20/1200x1200/1112554789.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/20/1200x1200/1112554790.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/20/1200x1200/1112554791.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/20/1200x1200/1112554792.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/20/1200x1200/1112554793.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/20/1200x1200/1112554794.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/20/1200x1200/1112554795.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/39/1200x1200/1112555194.jpg?isFirstImage=true, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/39/1200x1200/1112555195.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/39/1200x1200/1112555196.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/39/1200x1200/1112555197.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/39/1200x1200/1112555198.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/39/1200x1200/1112555199.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/39/1200x1200/1112555200.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/39/1200x1200/1112555201.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/39/1200x1200/1112555202.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/39/1200x1200/1112555203.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/39/1200x1200/1112555204.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/39/1200x1200/1112555205.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/39/1200x1200/1112555206.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/39/1200x1200/1112555207.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/39/1200x1200/1112555208.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/71/1200x1200/1112555883.jpg?isFirstImage=true, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/71/1200x1200/1112555884.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/71/1200x1200/1112555885.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/71/1200x1200/1112555886.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/71/1200x1200/1112555887.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/71/1200x1200/1112555888.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/71/1200x1200/1112555889.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/71/1200x1200/1112555890.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/71/1200x1200/1112555891.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/71/1200x1200/1112555892.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/71/1200x1200/1112555893.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/71/1200x1200/1112555894.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/71/1200x1200/1112555895.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/78/1200x1200/1112556030.jpg?isFirstImage=true, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/78/1200x1200/1112556031.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/78/1200x1200/1112556032.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/78/1200x1200/1112556033.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/78/1200x1200/1112556034.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/78/1200x1200/1112556035.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/78/1200x1200/1112556036.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/78/1200x1200/1112556037.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/78/1200x1200/1112556038.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/78/1200x1200/1112556039.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/78/1200x1200/1112556040.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/78/1200x1200/1112556041.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/78/1200x1200/1112556042.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/78/1200x1200/1112556043.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556341.jpg?isFirstImage=true, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556342.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556343.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556344.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556345.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556346.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556347.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556348.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556349.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556350.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556351.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556352.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556353.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556354.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556355.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556356.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556357.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556358.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556359.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556360.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/68/49/1200x1200/1112556704.jpg?isFirstImage=true, https://img10.naventcdn.com/avisos/resize/18/00/91/02/68/49/1200x1200/1112556514.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/68/49/1200x1200/1112556521.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/68/49/1200x1200/1112556520.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/68/49/1200x1200/1112556519.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/68/49/1200x1200/1112556523.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/68/49/1200x1200/1112556522.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/68/49/1200x1200/1112556518.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/68/49/1200x1200/1112556517.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/68/49/1200x1200/1112556524.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/68/49/1200x1200/1112556525.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/68/49/1200x1200/1112556516.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/68/49/1200x1200/1112556515.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/68/49/1200x1200/1112556513.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/68/49/1200x1200/1112556705.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/68/49/1200x1200/1112556530.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/68/49/1200x1200/1112556528.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/68/49/1200x1200/1112556531.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/68/49/1200x1200/1112556527.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/68/49/1200x1200/1112556529.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/68/49/1200x1200/1112556526.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/69/49/1200x1200/1112549423.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/69/79/1200x1200/1112549953.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/70/11/1200x1200/1112550640.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/70/46/1200x1200/1112551250.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/71/26/1200x1200/1112553050.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/71/41/1200x1200/1112553379.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/20/1200x1200/1112554795.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/39/1200x1200/1112555208.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/71/1200x1200/1112555895.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/78/1200x1200/1112556043.jpg, https://img10.naventcdn.com/avisos/resize/18/00/91/02/72/98/1200x1200/1112556354.jpg",Apartamento,venta,Miguel Hidalgo,Ciudad de México,91026949,3MBB1J,51254304,false,"https://www.inmuebles24.com/propiedades/desarrollo/veunapna-departamento-tipo-loft-prototipo-9-91026949.html, https://www.inmuebles24.com/propiedades/desarrollo/veunapna-departamento-tipo-loft-prototipo-5-91026979.html, https://www.inmuebles24.com/propiedades/desarrollo/veunapna-departamento-tipo-loft-prototipo-6b-91027011.html, https://www.inmuebles24.com/propiedades/desarrollo/veunapna-departamento-tipo-loft-prototipo-10-91027046.html, https://www.inmuebles24.com/propiedades/desarrollo/veunapna-departamento-1-recamara-prototipo-4-91027126.html, https://www.inmuebles24.com/propiedades/desarrollo/veunapna-departamento-1-recamara-prototipo-8b-91027141.html, https://www.inmuebles24.com/propiedades/desarrollo/veunapna-departamento-2-recamaras-con-2-banos-prototipo-3-91027220.html, https://www.inmuebles24.com/propiedades/desarrollo/veunapna-departamento-2-recamaras-y-2-banosprototipo-13-91027239.html, https://www.inmuebles24.com/propiedades/desarrollo/veunapna-departamento-2-recamaras-y-2-banos-prototipo-2b-91027271.html, https://www.inmuebles24.com/propiedades/desarrollo/veunapna-departamento-2-recamaras-y-2-banos-prototipo-1b-91027278.html, https://www.inmuebles24.com/propiedades/desarrollo/veunapna-departamento-3-recamaras-prototipo-11-91027298.html",https://www.inmuebles24.com/propiedades/desarrollo/ememvein-residencial-mc-111-escandon-91026849.html
